id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
41871,Tooling Systems Division,United States,Michigan ,Frankenmuth,126 N Main St,48734,NULL,9896529911,approved,admin-krupa,admin-krupa,NULL
41872,Toolmex Corp,United States,Illinois,Schaumburg,2015 Mitchell boulevard,60193,NULL,8474396454,approved,admin-krupa,admin-krupa,NULL
41873,Tooltex Inc,United States,Ohio,Grove City,6160 Seeds Road,43123,NULL,6145393222,approved,admin-krupa,admin-krupa,NULL
41874,Tootsie Roll Industries,United States,Illinois,Chicago ,7401 S Cicero Ave,60629,NULL,7738383400,approved,admin-krupa,admin-krupa,NULL
41875,Top Die Casting Co,United States,Illinois,South Beloit ,139 Dearborn Avenue # 10,61080,NULL,8153892599,approved,admin-krupa,admin-krupa,NULL
41876,Topco Assoc Inc,United States,Illinois,Lincolnton ,7711 Gross Point Road,60077,NULL,8476763030,approved,admin-krupa,admin-krupa,NULL
41877,Topcoat Company Inc,United States,Illinois,Evanston ,1527 Lyons St,60201,NULL,8478668500,approved,admin-krupa,admin-krupa,NULL
41878,Topcraft Metal Products Inc,United States,Michigan ,Hudsonville,5112 40th Ave,49426,NULL,6166691790,approved,admin-krupa,admin-krupa,NULL
41879,Tope Printing Inc,United States,Ohio,Wheeler Army Airfield,1056 S Washington St,44654,NULL,3306744993,approved,admin-krupa,admin-krupa,NULL
41880,Topline Automotive,United States,Illinois,Chicago ,8200 S Hoyne Ave,60620,NULL,7734871400,approved,admin-krupa,admin-krupa,NULL
41881,Tops Business Forms,United States,Illinois,Lisle ,2275 Cabot Dr,60532,NULL,6308891249,approved,admin-krupa,admin-krupa,NULL
41882,Torbeck Industries,United States,Ohio,Harrison,355 Industrial Dr,45030,NULL,5133670080,approved,admin-krupa,admin-krupa,NULL
41883,Torca Products Inc,United States,Michigan ,Auburn Hills,2430 E Walton boulevard,48326,NULL,2483734300,approved,admin-krupa,admin-krupa,NULL
41884,Torq Corporation,United States,Ohio,Cleveland,32 W Monroe Ave,44146,NULL,4402324100,approved,admin-krupa,admin-krupa,NULL
41885,Torq Industrial Power,United States,Ohio,Cleveland,4502 Prospect Road,44103,NULL,2164315000,approved,admin-krupa,admin-krupa,NULL
41886,Torque Transmission,United States,Ohio,Wheeler Army Airfield,1246 High St,44077,NULL,4403528995,approved,admin-krupa,admin-krupa,NULL
41887,Torrance Electric Co Inc,United States,Illinois,Rock Island ,415 31Street Ave,61201,NULL,3097867777,approved,admin-krupa,admin-krupa,NULL
41888,Tosoh S M D Inc,United States,Ohio,Grove City,3515 Grove City Road,43123,NULL,6148757912,approved,admin-krupa,admin-krupa,NULL
41889,Total Building Service Inc,United States,Illinois,Lincolnton ,380 Bennett Road,60007,NULL,8474391030,approved,admin-krupa,admin-krupa,NULL
41890,Total Control Products Inc,United States,Illinois,Lincolnton ,2001 Janice Ave,60160,NULL,7083455500,approved,admin-krupa,admin-krupa,NULL
41891,Total Petroleum Inc,United States,Michigan ,Alma,1925 E Superior St,48801,NULL,9894631161,approved,admin-krupa,admin-krupa,NULL
41892,Total Plastics Inc,United States,Michigan ,Kalamazoo,5271 Wynn Road,49001,NULL,6163441814,approved,admin-krupa,admin-krupa,NULL
41893,Total Plus Inc,United States,Illinois,Chicago ,1700 W Cortland St,60622,NULL,7734894313,approved,admin-krupa,admin-krupa,NULL
41894,Total Ultimate Foods,United States,Ohio,Columbus,683 Manor Park Dr,43228,NULL,6148700732,approved,admin-krupa,admin-krupa,NULL
41895,Total Vinyl Products,United States,Michigan ,Ypsilanti,265 Harris,48198,NULL,7346453211,approved,admin-krupa,admin-krupa,NULL
41896,Totes,United States,Ohio,Loveland,10078 E Kemper Road,45140,NULL,5135832430,approved,admin-krupa,admin-krupa,NULL
41897,Toth Industries Inc,United States,Ohio,Toledo,5102 Enterprise boulevard,43612,NULL,4197294669,approved,admin-krupa,admin-krupa,NULL
41898,Tower Automotive,United States,Michigan ,Grand Rapids,6303 28th St SE,49546,NULL,6169547600,approved,admin-krupa,admin-krupa,NULL
41899,Tower Hobbies,United States,Illinois,Champaign ,1608 Interstate Dr,61822,NULL,2173983630,approved,admin-krupa,admin-krupa,NULL
41900,Tower Oil & Technology Co,United States,Illinois,Chicago ,4300 S Tripp Ave,60632,NULL,7739276161,approved,admin-krupa,admin-krupa,NULL
41901,Tower Tool & Mfg,United States,Michigan ,Fraser,31097 Fraser Dr,48026,NULL,8102935600,approved,admin-krupa,admin-krupa,NULL
41902,Towlift,United States,Ohio,Cleveland,1395 Valley Belt Road,44131,NULL,2167496800,approved,admin-krupa,admin-krupa,NULL
41903,Towne & Country Buyers Guide,United States,Illinois,Loves Park ,518 Merrill Ave,61111,NULL,8158771467,approved,admin-krupa,admin-krupa,NULL
41904,Township News & Times,United States,Michigan ,Fruitport,400 N 3rd Ave,49415,NULL,6168653134,approved,admin-krupa,admin-krupa,NULL
41905,Tox Pressotechnik Inc,United States,Illinois,Lincolnton ,4250 Weaver Pkwy,60101,NULL,6305434400,approved,admin-krupa,admin-krupa,NULL
41906,Toyoda Grinders For Ind Inc,United States,Michigan ,Wixom,7912 Mt Joy,48096,NULL,2483795991,approved,admin-krupa,admin-krupa,NULL
41907,Toyota America Inc,United States,Michigan ,Battle Creek,795 Fritz Keiper boulevard,49015,NULL,6169620118,approved,admin-krupa,admin-krupa,"Toyota Motor North America, Inc.png"
41908,Toyota Machinery Usa Inc,United States,Illinois,Arlington Heights,316 W University Dr,60004,NULL,8472530340,approved,admin-krupa,admin-krupa,"Toyota Motor North America, Inc.png"
41909,Trace Chemicals Inc,United States,Illinois,Pekin ,835 Brenkman Dr,61554,NULL,3093472184,approved,admin-krupa,admin-krupa,NULL
41910,Tracer Industries Inc,United States,Illinois,Havana ,701 W South St,62644,NULL,3095433306,approved,admin-krupa,admin-krupa,NULL
41911,Tractech,United States,Michigan ,Warren,11445 Stephens Road,48089,NULL,8107593850,approved,admin-krupa,admin-krupa,NULL
41912,Tracy Products Inc,United States,Michigan ,Ionia,29 Beardsley,48846,NULL,6165270570,approved,admin-krupa,admin-krupa,NULL
41913,Tradco Corp,United States,Ohio,Akron,1081 Rosemary boulevard,44306,NULL,4407737669,approved,admin-krupa,admin-krupa,NULL
41914,Trade Envelopes Inc,United States,Illinois,Lincolnton ,480 Randy Road,60188,NULL,6306656600,approved,admin-krupa,admin-krupa,NULL
41915,Trade Graphics Inc,United States,Michigan ,Plymouth,9200 General Dr,48170,NULL,7345421600,approved,admin-krupa,admin-krupa,NULL
41916,Traffic Management Inc,United States,Illinois,Lincolnton ,231 W Main St,60110,NULL,8474288990,approved,admin-krupa,admin-krupa,NULL
41917,Traid Metal Products Co,United States,Ohio,Wheeler Army Airfield,12990 Snoll Road,44130,NULL,2166766505,approved,admin-krupa,admin-krupa,NULL
41918,Trailer Train Co,United States,Illinois,Chicago ,101 N Wacker Dr,60606,NULL,3128533223,approved,admin-krupa,admin-krupa,NULL
41919,Trailmobile,United States,Illinois,Chicago ,200 E Randolph St,60601,NULL,3128611190,approved,admin-krupa,admin-krupa,NULL
41920,Trailmobile Inc,United States,Illinois,Charleston ,1000 N. 14h St.,61920,NULL,2173488181,approved,admin-krupa,admin-krupa,NULL
41921,Trainer Glass Co,United States,Illinois,Alsip ,11700 S Cicero Ave,60803,NULL,7083885700,approved,admin-krupa,admin-krupa,NULL
41922,Tram Tool Co Inc,United States,Michigan ,Fenton,1493 Dauner Road,48430,NULL,8106297428,approved,admin-krupa,admin-krupa,NULL
41923,Tram 7 Precision,United States,Michigan ,Detroit,610 W 7 Mile Road,48203,NULL,3135377510,approved,admin-krupa,admin-krupa,NULL
41924,Tramco Pump Co,United States,Illinois,Chicago ,1500 W Adams St,60607,NULL,3122435800,approved,admin-krupa,admin-krupa,NULL
41925,Trammell Crow Co,United States,Illinois,Itasca,1 Tower Lane #200,60143,NULL,6307734100,approved,admin-krupa,admin-krupa,NULL
41926,Trans Carrier Truck Parts,United States,Ohio,Cleveland,5350 W 137th St,44142,NULL,2163620500,approved,admin-krupa,admin-krupa,NULL
41927,Trans Leasing Intl Inc,United States,Illinois,Northbrook,3000 Dundee Road,60062,NULL,8472721000,approved,admin-krupa,admin-krupa,NULL
41928,Trans Metric Inc,United States,Ohio,Solon,5325 Naiman Pkwy,44139,NULL,4402482229,approved,admin-krupa,admin-krupa,NULL
41929,Trans Tube Inc,United States,Michigan ,Pontiac,34 W Sheffield Ave,48340,NULL,2483329151,approved,admin-krupa,admin-krupa,NULL
41930,Trans Union Credit Info,United States,Illinois,Chicago ,555 W Adams St,60661,NULL,3122589401,approved,admin-krupa,admin-krupa,NULL
41931,Transamerica Commercial Fin,United States,Illinois,Schaumburg,1933 N Meacham Road,60173,NULL,8478436800,approved,admin-krupa,admin-krupa,NULL
41932,Transcend Corp,United States,Illinois,Lincolnton ,861 Anita Ave,60002,NULL,8473956622,approved,admin-krupa,admin-krupa,NULL
41933,Transco Products Inc,United States,Illinois,Chicago ,55 E Jackson boulevard,60604,NULL,3124272818,approved,admin-krupa,admin-krupa,NULL
41934,Transco Railway Products Inc,United States,Ohio,Bucyrus,820 Hopley Ave,44820,NULL,4195621031,approved,admin-krupa,admin-krupa,NULL
41935,Transfer Tool Products,United States,Michigan ,Grand Haven,14444 168th Ave,49417,NULL,6168468510,approved,admin-krupa,admin-krupa,NULL
41936,Transformer Engrg Corporation,United States,Ohio,Cleveland,2550 Brookpark Road,44134,NULL,2167415282,approved,admin-krupa,admin-krupa,NULL
41937,Transformer Mfrs Inc,United States,Illinois,Lincolnton ,7051 W Wilson Ave,60656,NULL,7734571200,approved,admin-krupa,admin-krupa,NULL
41938,Transign,United States,Michigan ,Waterford,3777 Airport Road,48329,NULL,2486236400,approved,admin-krupa,admin-krupa,NULL
41939,Transilwrap Co Inc,United States,Illinois,Chicago ,2828 N Paulina St,60657,NULL,7732961000,approved,admin-krupa,admin-krupa,NULL
41940,Transmatic Inc,United States,Michigan ,Waterford,6145 Delfield Indl,48095,NULL,2486232500,approved,admin-krupa,admin-krupa,NULL
41941,Trans Matic Mfg,United States,Michigan ,Holland,300 E 48th St,49423,NULL,6163961441,approved,admin-krupa,admin-krupa,NULL
41942,Transmet Corporation,United States,Ohio,Columbus,4290 Perimeter Dr,43228,NULL,6142765522,approved,admin-krupa,admin-krupa,NULL
41943,Transo Envelope Co Llc,United States,Illinois,Chicago ,1900 N Austin Ave,60639,NULL,7733859200,approved,admin-krupa,admin-krupa,NULL
41944,Transparent Container Co,United States,Illinois,Chicago ,345 N Western Ave,60612,NULL,3126664413,approved,admin-krupa,admin-krupa,NULL
41945,Transport Drivers Inc,United States,Illinois,Bensenville,611 N. Rte. 83,60106,NULL,6307662721,approved,admin-krupa,admin-krupa,NULL
41946,Transport Publishing Co,United States,Illinois,Chicago ,937 W Armitage Avenue Apt 3B,60614,NULL,7738800086,approved,admin-krupa,admin-krupa,NULL
41947,Trans Tech,United States,Illinois,Peoria ,8800 N Allen Road,61615,NULL,3096933300,approved,admin-krupa,admin-krupa,NULL
41948,Trans Type Intl,United States,Michigan ,Midland,1318 Sylvan Ln,48640,NULL,9896312424,approved,admin-krupa,admin-krupa,NULL
41949,Transue Williams Stampings Co,United States,Ohio,Alliance,930 W Ely St,44601,NULL,3308215777,approved,admin-krupa,admin-krupa,NULL
41950,Traub Container Corp,United States,Ohio,Cleveland,22475 Aurora Road,44146,NULL,2164755100,approved,admin-krupa,admin-krupa,NULL
41951,Traube Canvas Products Inc,United States,Illinois,Belleville ,26 S 20th St,62226,NULL,6182340696,approved,admin-krupa,admin-krupa,NULL
41952,Travel & Transport Inc,United States,Illinois,Aurora,1350 Fox Valley Ctr,60504,NULL,6308510545,approved,admin-krupa,admin-krupa,NULL
41953,Travel Caddy Inc,United States,Illinois,Des Plaines ,333 E Touhy Ave,60018,NULL,8473753900,approved,admin-krupa,admin-krupa,NULL
41954,Travel Centers Of America,United States,Ohio,Westlake,24601 Center Ridge,44145,NULL,4408089100,approved,admin-krupa,admin-krupa,travelcenters.svg
41955,Traveler Inc The,United States,Illinois,Buffalo Grove,400 W Dundee Road,60089,NULL,8475410050,approved,admin-krupa,admin-krupa,NULL
41956,Travelers Custom Case,United States,Ohio,Cleveland,2261 E 14th St,44115,NULL,2166218447,approved,admin-krupa,admin-krupa,NULL
41957,Traveling Welder Inc The,United States,Illinois,Chicago ,5845 S Racine Ave,60636,NULL,7734361500,approved,admin-krupa,admin-krupa,NULL
41958,Travelon,United States,Illinois,Des Plaines ,333 E Touhy Ave,60018,NULL,8473753900,approved,admin-krupa,admin-krupa,NULL
41959,Traver Supply Inc,United States,Illinois,Decatur ,705 E McKinley Ave,62526,NULL,2178755455,approved,admin-krupa,admin-krupa,NULL
41960,Traverse Bay Area Inter School,United States,Michigan ,Traverse City,880 Parsons Road,49686,NULL,6169226306,approved,admin-krupa,admin-krupa,NULL
41961,Traverse City Osteopathic,United States,Michigan ,Traverse City,550 Munson Ave,49686,NULL,6169228400,approved,admin-krupa,admin-krupa,NULL
41962,Travo Matik Precision Co,United States,Michigan ,Warren,30730 Ryan Road,48092,NULL,8107517210,approved,admin-krupa,admin-krupa,NULL
41963,Treadway Mfg Inc,United States,Ohio,Dayton,2951 Bluefield Ave,45414,NULL,9372771763,approved,admin-krupa,admin-krupa,NULL
41964,Treasure Chest Adv Inc,United States,Ohio,Columbus,4051 Fondorf Dr,43228,NULL,6142764800,approved,admin-krupa,admin-krupa,NULL
41965,Treasury Dept Of Us Customs,United States,Illinois,Chicago ,610 S Canal St,60607,NULL,3123536100,approved,admin-krupa,admin-krupa,NULL
41966,Treatment Products Ltd,United States,Illinois,Chicago ,4701 W Augusta boulevard,60651,NULL,7736268888,approved,admin-krupa,admin-krupa,NULL
41967,Tree City Mold & Machine Inc,United States,Ohio,Kent,6752 SR 43 N,44240,NULL,3306739807,approved,admin-krupa,admin-krupa,NULL
41968,Trellegorg,United States,Michigan ,South Haven,400 Aylworth Ave,49090,NULL,6166372116,approved,admin-krupa,admin-krupa,NULL
41969,Treloar Leasing Corp,United States,Illinois,Lincolnton ,I 55 & Bluff Road,60410,NULL,8154676770,approved,admin-krupa,admin-krupa,NULL
41970,Trend Textiles Inc,United States,Illinois,Lincolnton ,9509 Foster Ave,60176,NULL,8476788312,approved,admin-krupa,admin-krupa,NULL
41971,Trend Tool,United States,Michigan ,Livonia,32850 Capitol St,48150,NULL,7344213337,approved,admin-krupa,admin-krupa,NULL
41972,Trend Type,United States,Illinois,Downers Grove,5016 Chase Ave,60515,NULL,6309710855,approved,admin-krupa,admin-krupa,NULL
41973,Trendway Corp,United States,Michigan ,Holland,13467 Quincy St,49424,NULL,6163993900,approved,admin-krupa,admin-krupa,NULL
41974,Trerice H O Co,United States,Michigan ,Oak Park,12950 W 8 Mile Road,48237,NULL,2483998000,approved,admin-krupa,admin-krupa,NULL
41975,Trevarrows Inc,United States,Michigan ,Auburn Hills,1295 N Opdyke Road,48326,NULL,2483772300,approved,admin-krupa,admin-krupa,NULL
41976,Trevino's Printing,United States,Illinois,Chicago ,2342 S Kedzie Ave,60623,NULL,7735220648,approved,admin-krupa,admin-krupa,NULL
41977,Trey Corrugated Inc,United States,Ohio,Wheeler Army Airfield,9048 Port Union Rialto Road,45069,NULL,5139424800,approved,admin-krupa,admin-krupa,NULL
41978,Tri Con,United States,Ohio,Euclid,27331 Tungsten Road,44132,NULL,2162613400,approved,admin-krupa,admin-krupa,NULL
41979,Tri County Electric,United States,Illinois,Mount Vernon ,3906 Broadway St,62864,NULL,6182445151,approved,admin-krupa,admin-krupa,NULL
41980,Tri County Ready Mix,United States,Illinois,Lincolnton ,400 W Progress St,61911,NULL,2175432922,approved,admin-krupa,admin-krupa,NULL
41981,Tri M Mold Inc,United States,Michigan ,Stevensville,3390 Linco Road,49127,NULL,6164653301,approved,admin-krupa,admin-krupa,NULL
41982,Tri Mfg & Sls Co,United States,Ohio,Lebanon,139 Harmon Ave,45036,NULL,5139327755,approved,admin-krupa,admin-krupa,NULL
41983,Tri Stamp Mfg Inc,United States,Illinois,Lincolnton ,13943 Park Ave,60419,NULL,7088499097,approved,admin-krupa,admin-krupa,NULL
41984,Tri State Fabricators Inc,United States,Ohio,Wheeler Army Airfield,1146 Ferris Road,45102,NULL,5137525005,approved,admin-krupa,admin-krupa,NULL
41985,Tri State Industrial,United States,Illinois,Lincolnton ,7438 Channel Road,60076,NULL,8476731797,approved,admin-krupa,admin-krupa,NULL
41986,Triad Metal Products Co,United States,Ohio,Parma,12990 Snow Road,44130,NULL,2166766505,approved,admin-krupa,admin-krupa,NULL
41987,Triad Metals Inc,United States,Michigan ,Detroit,2241 Bellevue St,48207,NULL,3135711300,approved,admin-krupa,admin-krupa,NULL
41988,Triangle Engineered Products,United States,Illinois,Bensenville,701 Maple Ln,60106,NULL,6308605511,approved,admin-krupa,admin-krupa,NULL
41989,Triangle Label Inc,United States,Ohio,Cincinnati,13 Phillips Ave,45217,NULL,5132422822,approved,admin-krupa,admin-krupa,NULL
41990,Triangle Metals Inc,United States,Illinois,Rockford ,2500 Harrison Ave,61108,NULL,8153980280,approved,admin-krupa,admin-krupa,NULL
41991,Triangle Precision Inds,United States,Ohio,Kettering,2827 Culver Ave,45429,NULL,9372996776,approved,admin-krupa,admin-krupa,NULL
41992,Triangle Window Fashions,United States,Michigan ,Grandville,3025 Sangra Avenue SW,49418,NULL,6165389676,approved,admin-krupa,admin-krupa,NULL
41993,Triasco Corp,United States,Ohio,Middletown,2514 Atco Ave,45042,NULL,5134242128,approved,admin-krupa,admin-krupa,NULL
41994,Tribar Orthopedic Inc,United States,Ohio,Cincinnati,1403 Central Pkwy,45214,NULL,5132415372,approved,admin-krupa,admin-krupa,NULL
41995,Tribune Co,United States,Illinois,Chicago ,435 N Michigan Avenue 3rd Fl,60611,NULL,3122229100,approved,admin-krupa,admin-krupa,NULL
41996,Tribune Printing Inc,United States,Ohio,Wheeler Army Airfield,147 E High St,43526,NULL,4195427764,approved,admin-krupa,admin-krupa,NULL
41997,Tri Cast Inc,United States,Michigan ,Spring Lake,16960 148th Ave,49456,NULL,6168463610,approved,admin-krupa,admin-krupa,NULL
41998,Tri City Bakery,United States,Michigan ,Essexville,1600 Woodside Ave,48732,NULL,9898942082,approved,admin-krupa,admin-krupa,NULL
41999,Tri City Machine Products Inc,United States,Illinois,Peoria ,1506 SW Washington St,61602,NULL,3096735589,approved,admin-krupa,admin-krupa,NULL
42000,Tri City Pattern Works Inc,United States,Michigan ,Fruitport,PO Box 306,49415,NULL,6168468641,approved,admin-krupa,admin-krupa,NULL
42001,Tri City Vinyl,United States,Michigan ,Saginaw,640 E Morley Dr,48601,NULL,9897545499,approved,admin-krupa,admin-krupa,NULL
42002,Trico Belting & Supply Co,United States,Ohio,Cincinnati,2551 Commerce boulevard,45241,NULL,5137719009,approved,admin-krupa,admin-krupa,NULL
42003,Trico Machine Products,United States,Ohio,Cleveland,5081 Corbin Dr,44128,NULL,2166624194,approved,admin-krupa,admin-krupa,NULL
42004,Trico Opportunities Inc,United States,Michigan ,Kingsford,137 N Hooper St,49802,NULL,9067745718,approved,admin-krupa,admin-krupa,NULL
42005,Tri Co Tool Sales,United States,Ohio,Cuyahoga Falls,1493 Main St,44221,NULL,3309298355,approved,admin-krupa,admin-krupa,NULL
42006,Tricon Industries Inc,United States,Illinois,Lisle ,1600 Eisenhower Ln,60532,NULL,7089642330,approved,admin-krupa,admin-krupa,NULL
42007,Tri County Feed Svc,United States,Michigan ,New Era,4646 1st St.,49446,NULL,6168612332,approved,admin-krupa,admin-krupa,NULL
42008,Tri County Logging Inc,United States,Michigan ,Clinton,430 Division St,49236,NULL,5174567133,approved,admin-krupa,admin-krupa,NULL
42009,Tri County Tarp Inc,United States,Ohio,Wheeler Army Airfield,PO Box 600,43406,NULL,4192883350,approved,admin-krupa,admin-krupa,NULL
42010,Tri Crest Offset Inc,United States,Illinois,Chicago ,1701 N Ashland Avenue # 13,60622,NULL,7737722411,approved,admin-krupa,admin-krupa,NULL
42011,Tridan Tool & Machine Inc,United States,Illinois,Danville ,130 N Jackson St,61832,NULL,2174433592,approved,admin-krupa,admin-krupa,NULL
42012,Triden Automotive Co,United States,Michigan ,Wixom,47000 Liberty Dr,48393,NULL,2489606310,approved,admin-krupa,admin-krupa,NULL
42013,Trident Corp,United States,Ohio,Wheeler Army Airfield,408 Defiance Ave,43526,NULL,4195427721,approved,admin-krupa,admin-krupa,NULL
42014,Tri Guards Inc,United States,Illinois,Wheeling,490 W Hintz Road,60090,NULL,8475378444,approved,admin-krupa,admin-krupa,NULL
42015,Trilla Steel Drum Corp,United States,Illinois,Chicago ,2959 W 47th St,60632,NULL,7738477588,approved,admin-krupa,admin-krupa,NULL
42016,Trilogy Inc,United States,Illinois,Chicago ,1400 W Greenleaf Ave,60626,NULL,7735086100,approved,admin-krupa,admin-krupa,NULL
42017,Trilogy Plastics Inc,United States,Ohio,Louisville,900 N Chapel St,44641,NULL,3308755522,approved,admin-krupa,admin-krupa,NULL
42018,Trim Way Inc,United States,Michigan ,Warren,32400 Dequindre Road,48092,NULL,8109772730,approved,admin-krupa,admin-krupa,NULL
42019,Tri Made Prdts Inc,United States,Ohio,Dayton,39 N Torrence St,45403,NULL,9372581004,approved,admin-krupa,admin-krupa,NULL
42020,Tri Mer Corp,United States,Michigan ,Owosso,1400 E Monroe St,48867,NULL,9897237838,approved,admin-krupa,admin-krupa,NULL
42021,Trimline Tool Inc,United States,Michigan ,Hudsonville,3300 Van Buren St,49426,NULL,6166690180,approved,admin-krupa,admin-krupa,NULL
42022,Trimm Inc,United States,Illinois,Lincolnton ,400 Lake St,60048,NULL,8473623700,approved,admin-krupa,admin-krupa,NULL
42023,Trinco Trinity Tool Co,United States,Michigan ,Fraser,34600 Commerce Road,48026,NULL,8102965900,approved,admin-krupa,admin-krupa,NULL
42024,Trinity Industries,United States,Ohio,Lima,425 O'Conner,45801,NULL,4192271296,approved,admin-krupa,admin-krupa,NULL
42025,Trinity Industries Inc,United States,Ohio,Cincinnati,11861 Mosteller Road,45241,NULL,5137712300,approved,admin-krupa,admin-krupa,NULL
42026,Trinity Medical Center,United States,Illinois,Rock Island ,2701 17th St,61201,NULL,3097932121,approved,admin-krupa,admin-krupa,NULL
42027,Trinity Medical Center East,United States,Ohio,Steubenville,380 Summit Ave,43952,NULL,7402837000,approved,admin-krupa,admin-krupa,NULL
42028,Trinova Corp,United States,Ohio,Maumee,1705 Indian Wood Cir,43537,NULL,4198912200,approved,admin-krupa,admin-krupa,NULL
42029,Trio Machine Products Co,United States,Michigan ,Detroit,19950 Harper Ave,48225,NULL,3138853888,approved,admin-krupa,admin-krupa,NULL
42030,Trio Precisioneering Inc,United States,Ohio,Eastlake,1415 E 363rd St,44095,NULL,4409467722,approved,admin-krupa,admin-krupa,NULL
42031,Trio Products Inc,United States,Ohio,Elyria,250 Warden Ave,44035,NULL,4403235457,approved,admin-krupa,admin-krupa,NULL
42032,Tri Onics Inc,United States,Illinois,Highland ,Highland Industrial Ct.,62249,NULL,6186549831,approved,admin-krupa,admin-krupa,NULL
42033,Tri Par Die & Mold Corp,United States,Illinois,Streamwood ,143 Roma Jean Pkwy,60107,NULL,6308304400,approved,admin-krupa,admin-krupa,NULL
42034,Tri Part Screw Products Inc,United States,Illinois,Lincolnton ,10739 N 2nd St,61115,NULL,8156547311,approved,admin-krupa,admin-krupa,NULL
42035,Triple C Co Inc,United States,Michigan ,Baroda,9094 1st Street,49101,NULL,6164221900,approved,admin-krupa,admin-krupa,NULL
42036,Triple E Mfg Inc,United States,Michigan ,Parma,8535 E Michigan Ave,49269,NULL,5175314481,approved,admin-krupa,admin-krupa,NULL
42037,Triple R Precision Boring Co,United States,Michigan ,Livonia,12400 Merriman Road,48150,NULL,7345224780,approved,admin-krupa,admin-krupa,NULL
42038,Triple R Steel Inc,United States,Illinois,Des Plaines ,285 W Old Higgins Road,60018,NULL,8472982930,approved,admin-krupa,admin-krupa,NULL
42039,Triple A Specialty Co,United States,Illinois,Chicago ,4953 W 66th St,60638,NULL,7084587200,approved,admin-krupa,admin-krupa,NULL
42040,Triplett Corp,United States,Ohio,Wheeler Army Airfield,1 Triplett Dr,45817,NULL,4193585015,approved,admin-krupa,admin-krupa,NULL
42041,Triplex Mfg Co,United States,Illinois,Chicago ,2700 W 50th St,60632,NULL,7739254700,approved,admin-krupa,admin-krupa,NULL
42042,Trippe Mfg Co,United States,Illinois,Chicago ,500 N Orleans St,60610,NULL,3123291777,approved,admin-krupa,admin-krupa,NULL
42043,Trippensee Corp,United States,Michigan ,Saginaw,301 Cass St,48602,NULL,9897998102,approved,admin-krupa,admin-krupa,NULL
42044,Tri River Inds Inc,United States,Michigan ,White Pigeon,703 First Avenue N,49099,NULL,6163593545,approved,admin-krupa,admin-krupa,NULL
42045,Triseal Corp,United States,Illinois,Lincolnton ,11920 Price Road,60034,NULL,8156482473,approved,admin-krupa,admin-krupa,NULL
42046,Tri State Aluminum Casting Co,United States,Michigan ,Muskegon,1060 E Keating Ave,49442,NULL,6167227825,approved,admin-krupa,admin-krupa,NULL
42047,Tri State Hospital Supply Corp,United States,Michigan ,Howell,301 Catrell Dr,48843,NULL,5175465400,approved,admin-krupa,admin-krupa,NULL
42048,Tri State Industries,United States,Ohio,Wheeler Army Airfield,606 Carlton Davidson Ln,45638,NULL,7405320406,approved,admin-krupa,admin-krupa,NULL
42049,Tri State Mfg Co,United States,Ohio,Loveland,11605 N Lebanon Road,45140,NULL,5136830620,approved,admin-krupa,admin-krupa,NULL
42050,Tri State Printing,United States,Ohio,Steubenville,157 N 3rd St,43952,NULL,7402833686,approved,admin-krupa,admin-krupa,NULL
42051,Tri State Wilbert Vault Co,United States,Ohio,Ironton,112 N 3rd St,45638,NULL,7405325913,approved,admin-krupa,admin-krupa,NULL
42052,Tritex Corporation,United States,Ohio,Columbus,1753 S High St,43207,NULL,6144459292,approved,admin-krupa,admin-krupa,NULL
42053,Triton Industries Inc,United States,Illinois,Chicago ,1020 N Kolmar Ave,60651,NULL,7733843700,approved,admin-krupa,admin-krupa,NULL
42054,Triton Industries Inc,United States,Michigan ,Lansing,7800 Northport Road,48917,NULL,5173223822,approved,admin-krupa,admin-krupa,NULL
42055,Triton Manufacturing Co,United States,Illinois,Alsip ,4857 W 115th St,60803,NULL,7085979857,approved,admin-krupa,admin-krupa,NULL
42056,Triumph Industries,United States,Illinois,Bridgeview,8687 S 77th Ave,60455,NULL,7085985100,approved,admin-krupa,admin-krupa,NULL
42057,Triumph Mfg Corp,United States,Illinois,Lincolnton ,PO Box 25,61371,NULL,8155396254,approved,admin-krupa,admin-krupa,NULL
42058,Trius Products Inc,United States,Ohio,Wheeler Army Airfield,221 S Miami Ave,45002,NULL,5139415682,approved,admin-krupa,admin-krupa,NULL
42059,Tri Village Travel Service,United States,Illinois,Lincolnton ,310 S Main St,60103,NULL,6302892660,approved,admin-krupa,admin-krupa,NULL
42060,Trojan Heat Treat Co,United States,Michigan ,Homer,809 S Byron St,49245,NULL,5175684403,approved,admin-krupa,admin-krupa,NULL
42061,Trolley Rebuilders,United States,Michigan ,Marysville,1765 Michigan Ave,48040,NULL,8103644820,approved,admin-krupa,admin-krupa,NULL
42062,Tron Systs,United States,Ohio,Marion,1618 Oxford Road,43302,NULL,7403896287,approved,admin-krupa,admin-krupa,NULL
42063,Tronair Inc,United States,Ohio,Wheeler Army Airfield,1740 Eber Road,43528,NULL,4198666301,approved,admin-krupa,admin-krupa,NULL
42064,Tronco Inc,United States,Ohio,Cleveland,28901 Clemens Road  Suite 107,44145,NULL,4408990700,approved,admin-krupa,admin-krupa,NULL
