id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
60991,UEI College - Cerritos,United States,California,Centralia ,17522 Studebacker Road,90703,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
60992,UEI College - Fresno,United States,California,Fremont ,"3602 N. Blackstone, Ste. 0268",93726,www.mced.com,559-456-0623,approved,admin-krupa,admin-krupa,logos/NULL
60993,UEI College - Gardena,United States,California,Garden Grove ,"661 Redondo Beach Blvd.,",90247,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
60994,UF Health Jacksonville,United States,Florida,#N/A,655 West Eighth Street,32209,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
60995,"UHHS/CSAH-Cuyahoga, Inc. St. Vincent Charity Hospital",United States,Ohio,#N/A,2351 E 22 St,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
60996,Uintah Basin Applied Technology College,United States,Utah,#N/A,1100 E Lagoon St    124-5,84066,ubatc.org,435-722-4523,approved,admin-krupa,admin-krupa,logos/NULL
60997,Ukiah Adult School,United States,California,Two Rivers,1056 N. Bush Street,95482,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
60998,Ulster BOCES,United States,New York,Plymouth ,"319 Broadway, Route 9w, PO Box 01",12466,NULL,914-331-6680,approved,admin-krupa,admin-krupa,logos/NULL
60999,Ulster County Community College,United States,New York,Stevens Point,Cottekill Road,12484,www.sunyulster.edu,845-687-5000,approved,admin-krupa,admin-krupa,logos/NULL
61000,Ulster County Mental Health Department,United States,New York,#N/A,239 Golden Hill Lane,12401,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61001,Ultimate Medical Academy - Clearwater,United States,Florida,Clearfield ,1255 Cleveland Street,33756,www.studymedical.com,727-298-8685,approved,admin-krupa,admin-krupa,logos/NULL
61002,Ultimate Touch Barber College,United States,Illinois,Richland Center,3732 Sauk Trail Road,60471,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61003,Umpqua Community College,United States,Oregon,River Falls,1140 College Rd.,NULL,www.umpqua.edu,541-440-4600,approved,admin-krupa,admin-krupa,logos/NULL
61004,Unification Theological Seminary,United States,New York,Avon Park ,30 Seminary Drive,12507,www.uts.edu,845-752-3000,approved,admin-krupa,admin-krupa,logos/NULL
61005,Uniformed Services University of the Health Sciences,United States,Maryland,Belleview ,4301 Jones Bridge Rd,NULL,www.usuhs.mil,301-295-3101,approved,admin-krupa,admin-krupa,logos/NULL
61006,Unilatina International College,United States,Florida,Minersville ,3130 Commerce Parkway,33025,www.unilatina.edu/,954-607-4344,approved,admin-krupa,admin-krupa,logos/NULL
61007,Union Bible College,United States,Indiana,#N/A,434 South Union Street,46074,www.ubca.org,317-896-9324,approved,admin-krupa,admin-krupa,logos/NULL
61008,Union College,United States,Kentucky,Avon Park ,310 College St,NULL,www.unionky.edu,606-546-4151,approved,admin-krupa,admin-krupa,logos/NULL
61009,Union County College,United States,New Jersey,Craig ,1033 Springfield Ave,NULL,www.ucc.edu,908-709-7000,approved,admin-krupa,admin-krupa,logos/NULL
61010,Union County Vocational Technical School,United States,New Jersey,Schofield,1776 Raritan Rd,7076,www.ucvts.tec.30.us,908-889-8288,approved,admin-krupa,admin-krupa,logos/NULL
61011,Union Graduate College,United States,New York,River Falls,80 Nott Terrace,12308,www.uniongraduatecollege.edu/,518-631-9844,approved,admin-krupa,admin-krupa,logos/NULL
61012,Union Institute & University,United States,Ohio,Churdan ,440 E McMillan St,NULL,www.tui.edu,800-486-3116-1100,approved,admin-krupa,admin-krupa,logos/NULL
61013,Union Presbyterian Seminary,United States,Virginia,#N/A,3401 Brook Rd,23227,www.upsem.edu,804-355-0671,approved,admin-krupa,admin-krupa,logos/NULL
61014,Union Theological Seminary,United States,New York,New Harmony ,3041 Broadway,NULL,www.utsnyc.edu,212-280-1401,approved,admin-krupa,admin-krupa,logos/NULL
61015,Union University,United States,Tennessee,#N/A,1050 Union University Dr,NULL,www.uu.edu,731-668-1818,approved,admin-krupa,admin-krupa,logos/NULL
61016,Union University of California,United States,California,Wamsutter,14200 Goldenwest Street,92683,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61017,Unitech Training Academy - Lafayette,United States,Louisiana,#N/A,3253 Ambassador Caffery Parkway,70503,www.unitechtrainingacademy.com,337-988-6764,approved,admin-krupa,admin-krupa,logos/NULL
61018,United Beauty College,United States,Colorado,Denison ,1907 West Mississippi Avenue,80223,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61019,United Education Institute - Huntington Park Campus,United States,California,Humeston ,6055 Pacific Blvd.,90255,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61020,United Healthcare Careers College,United States,California,Lopatcong,"1625 W. Olympic Boulevard, Suite 708",90015,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61021,United Hospital Center,United States,West Virginia,#N/A,"#3 Hospital Plaza, P.O. Box 1680",NULL,www.uhcwv.org,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61022,United Medical and Business Institute,United States,Georgia,East Peru ,"1514 East Cleveland Avenue, Suite 113S",30344,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61023,United Medical Institute,United States,California,River Falls,5280 Auburn Boulevard,95841,www.unitedmedicalinstitute.com,916-334-5118,approved,admin-krupa,admin-krupa,logos/NULL
61024,United States Air Force Academy,United States,Colorado,Two Rivers,"2304 Cadet Drive, Suite 3300",80840,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61025,United States Air Force Optometry Clinic,United States,Texas,La Porte City ,"59 AMDS/MRPV Optometry Clinic 2131 Pepperrell Street, Suite 1",NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61026,"United States Army Infantry School, Fort Benning",United States,Georgia,Fruitland ,"Bldg. #228, 7370 Kilgore Street",31905,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61027,United States Coast Guard Academy,United States,Connecticut,New Harmony ,15 Mohegan Avenue,NULL,www.cga.edu,860-444-8444,approved,admin-krupa,admin-krupa,logos/NULL
61028,United States Merchant Marine Academy,United States,New York,Kimballton ,Steamboat Rd,NULL,WWW.USMMA.EDU,516-773-5000,approved,admin-krupa,admin-krupa,logos/NULL
61029,United States Military Academy,United States,New York,Wamsutter,Institutional Research/Analysis Branch Building 600,NULL,www.westpoint.edu,845-938-4200,approved,admin-krupa,admin-krupa,logos/NULL
61030,United States Naval Academy,United States,Maryland,Anderson,121 Blake Road,NULL,www.usna.edu,410-293-1000,approved,admin-krupa,admin-krupa,logos/NULL
61031,United States Sports Academy,United States,Alabama,Danville ,One Academy Dr,NULL,www.ussa.edu,251-626-3303-162,approved,admin-krupa,admin-krupa,logos/NULL
61032,United States University,United States,California,Chillicothe ,830 Bay Boulevard,91911,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61033,United Talmudical Seminary,United States,New York,#N/A,191 Rodney Street,11211,NULL,718-963-9770-1920,approved,admin-krupa,admin-krupa,logos/NULL
61034,United Technical Center,United States,West Virginia,#N/A,Rt 3 Box 43C,NULL,NULL,304-326-7582,approved,admin-krupa,admin-krupa,logos/NULL
61035,United Theological Seminary,United States,Ohio,#N/A,4501 Denlinger Rd.,45426,www.united.edu,937-529-2201,approved,admin-krupa,admin-krupa,logos/NULL
61036,United Theological Seminary of the Twin Cities,United States,Minnesota,Nephi ,3000 Fifth St NW,NULL,http://www.unitedseminary.edu/,651-633-4311,approved,admin-krupa,admin-krupa,logos/NULL
61037,United Tribes Technical College,United States,North Dakota,Belleview ,3315 University Dr,58504,unitedtribestech.com,701-255-3285-218,approved,admin-krupa,admin-krupa,logos/NULL
61038,United Truck & Car Driving School,United States,California,River Falls,2425 Camino Del Rio South,92108,www.drivetrucks.com,619-296-2020,approved,admin-krupa,admin-krupa,logos/NULL
61039,Unitek College,United States,California,River Falls,257 Longford Drive,94080,NULL,650-871-0701,approved,admin-krupa,admin-krupa,logos/NULL
61040,Unitek College - Fremont,United States,California,Fredonia ,4670 Auto Mall Parkway,94538,www.unitekcollege.com,510-249-1060,approved,admin-krupa,admin-krupa,logos/NULL
61041,Unitek College - Sacramento,United States,California,River Falls,"1111 Howe Avenue, Suite 201",95825,www.unitekcollege.edu,916-641-6500,approved,admin-krupa,admin-krupa,logos/NULL
61042,Unity College,United States,Maine,#N/A,90 Quaker Hill Road,4988,www.unity.edu,207-948-3131,approved,admin-krupa,admin-krupa,logos/NULL
61043,Unity Cosmetology College,United States,Illinois,#N/A,24 Vermillion Plaza,61674,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61044,UnityPoint Health-Des Moines,United States,Iowa,#N/A,1200 Pleasant St,NULL,NULL,515-241-6171,approved,admin-krupa,admin-krupa,logos/NULL
61045,UnityPoint Health-Trinity,United States,Iowa,#N/A,2701 17th Street,61201,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61046,Universal Barber College,United States,Arizona,Perry ,1202 South 7th Avenue,85007,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61047,Universal Career School,United States,Florida,#N/A,10720 West Flagler Street,33174,universalbeautyschool.com,305-485-7700,approved,admin-krupa,admin-krupa,logos/NULL
61048,Universal College of Beauty,United States,North Carolina,#N/A,1701 W Trade St,28216,NULL,704-333-6969,approved,admin-krupa,admin-krupa,logos/NULL
61049,Universal College of Beauty Inc,United States,California,Lopatcong,3419 W 43rd Place,90008,NULL,323-298-0045,approved,admin-krupa,admin-krupa,logos/NULL
61050,Universal College of Healing Arts,United States,Nebraska,Ogden ,8702 N. 30th Street,68112,www.UCHA.com,402-556-4456,approved,admin-krupa,admin-krupa,logos/NULL
61051,"Universal Spa Training Academy, Inc.",United States,Illinois,Dow City ,340 Burlington Avenue,60515,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61052,Universal Technical Institute,United States,Texas,Ireton ,5151 Regents Blvd.,75063,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61053,Universal Technical Institute of Arizona Inc,United States,Arizona,Avon Park ,10695 West Pierce Street,85323,uticorp.com,623-245-4600,approved,admin-krupa,admin-krupa,logos/NULL
61054,Universal Technical Institute of California Inc,United States,California,Racine,9494 Haven Avenue,91730,uticorp.com,909-484-1929,approved,admin-krupa,admin-krupa,logos/NULL
61055,Universal Technical Institute of Illinois,United States,Illinois,Linwood,2611 Corporate West Drive,60532,www.uticorp.com,630-529-2662,approved,admin-krupa,admin-krupa,logos/NULL
61056,Universal Technical Institute of Massachusetts,United States,Massachusetts,#N/A,"One Upland Road, Building 200",2062,NULL,781-948-2000,approved,admin-krupa,admin-krupa,logos/NULL
61057,Universal Technical Institute of Pennsylvania,United States,Pennsylvania,Exline ,750 Pennsylvania Avenue,19341,NULL,610-646-8301,approved,admin-krupa,admin-krupa,logos/NULL
61058,Universal Technical Institute of Southern California,United States,California,Long Beach,4175 E. Conant St.,90808,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61059,Universal Technical Institute of Texas Inc,United States,Texas,Houghton ,721 Lockhaven Dr,77073,uticorp.com,281-443-6262,approved,admin-krupa,admin-krupa,logos/NULL
61060,Universal Technical Institute/Northern California,United States,California,River Falls,4100 Duckhorn Drive,95834,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61061,Universal Therapeutic Massage Institute,United States,New Mexico,Albertville,3410 Aztec Rd NE,NULL,WWW.UTMI.COM,505-888-0020,approved,admin-krupa,admin-krupa,logos/NULL
61062,Universal Vocational Institute,United States,Florida,Hepburn ,5339 W 20th Avenue,33012,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61063,Universidad FLET,United States,Florida,#N/A,13024 Southwest 120th Street,33186,www.flet.edu,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61064,Universidad Nacional Autonoma De Mexico UNAM- San Antonio,United States,Texas,River Falls,600 Hemisfair Park,78205,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61065,University Academy of Hair Design,United States,Alabama,North Salt Lake ,3400 McFarland Boulevard #3,35476,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61066,University Health Care Systen,United States,Georgia,#N/A,1350 Walton Way,NULL,universityhealth.org,706-774-8897,approved,admin-krupa,admin-krupa,logos/NULL
61067,University Hospitals of Cleveland,United States,Ohio,#N/A,11100 Euclid Avenue,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61068,University Language Institute,United States,Oklahoma,#N/A,2448  F. 81st St. Suite 1400,74137,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61069,University Medical Center,United States,California,Fremont ,445 South Cedar Avenue,93702,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61070,University Medical Center,United States,California,Los Angeles,445 South Cedar Avenue,93702,,,approved,admin-krupa,admin-krupa,logos/NULL
61071,University of Advancing Technology,United States,Arizona,Superior,2625 W Baseline Rd,85283,www.uat.edu,602-383-8255,approved,admin-krupa,admin-krupa,logos/NULL
61072,University of Akron,United States,Ohio,#N/A,302 Buchtel Common,NULL,www.uakron.edu,330-972-7111,approved,admin-krupa,admin-krupa,logos/NULL
61073,University of Akron - Wayne College,United States,Ohio,#N/A,1901 Smucker Rd,44667,www.wayne.uakron.edu,800-221-8308,approved,admin-krupa,admin-krupa,logos/NULL
61074,University of Alabama at Birmingham,United States,Alabama,Belleview ,1720 2nd Avenue South,35233,www.uab.edu,205-934-4011,approved,admin-krupa,admin-krupa,logos/University of Alabama.png
61075,University of Alabama at Huntsville,United States,Alabama,Humeston ,301 Sparkman Dr,35899,www.uah.edu,256-824-6120,approved,admin-krupa,admin-krupa,logos/University of Alabama.png
61076,University of Alaska Anchorage,United States,Alaska,Altoona,3211 Providence Drive,NULL,www.uaa.alaska.edu,907-786-1480,approved,admin-krupa,admin-krupa,logos/NULL
61077,University of Alaska Fairbanks,United States,Alaska,Fairbank ,Signers' Hall,NULL,www.uaf.edu,907-474-7211,approved,admin-krupa,admin-krupa,logos/NULL
61078,University of Alaska Southeast,United States,Alaska,#N/A,11120 Glacier Highway,NULL,www.uas.alaska.edu,907-465-6457,approved,admin-krupa,admin-krupa,logos/NULL
61079,University of Antelope Valley,United States,California,Lamont ,44055 North Sierra Highway,93534,www.uav.edu,661-726-1911,approved,admin-krupa,admin-krupa,logos/NULL
61080,University of Arizona,United States,Arizona,Tomahawk,1401 E University,NULL,www.arizona.edu,520-621-2211,approved,admin-krupa,admin-krupa,logos/NULL
61081,University of Arkansas at Little Rock,United States,Arkansas,Little Ferry,2801 S University Ave,72204,www.ualr.edu,501-569-3000,approved,admin-krupa,admin-krupa,logos/NULL
61082,University of Arkansas at Monticello,United States,Arkansas,#N/A,Highway 425 South,71656,www.uamont.edu,870-367-6811,approved,admin-krupa,admin-krupa,logos/NULL
61083,University of Arkansas at Pine Bluff,United States,Arkansas,Perry ,1200 N University Mail Slot 4789,71601,www.uapb.edu,870-575-8000,approved,admin-krupa,admin-krupa,logos/NULL
61084,University of Arkansas Community College-Batesville,United States,Arkansas,#N/A,2005 White Drive,NULL,www.uaccb.edu,870-793-7581,approved,admin-krupa,admin-krupa,logos/NULL
61085,University of Arkansas Community College-Hope,United States,Arkansas,#N/A,2500 S Main,NULL,www.uacch.edu,870-722-8206,approved,admin-krupa,admin-krupa,logos/NULL
61086,University of Arkansas Community College-Morrilton,United States,Arkansas,Moroni ,1537 University Blvd.,72110,www.uaccm.edu,501-977-2000,approved,admin-krupa,admin-krupa,logos/NULL
61087,University of Arkansas for Medical Sciences,United States,Arkansas,Little Ferry,4301 W Markham,72205,www.uams.edu,501-686-5454,approved,admin-krupa,admin-krupa,logos/NULL
61088,"University of Arkansas, Fayetteville",United States,Arkansas,#N/A,Administration Bldg. 425,72701,www.uark.edu,479-575-4148,approved,admin-krupa,admin-krupa,logos/NULL
61089,University of Arkansas-Fort Smith,United States,Arkansas,Fort Madison ,5210 Grand Ave P.O. Box 3649,NULL,www.uafortsmith.edu,479-788-7004,approved,admin-krupa,admin-krupa,logos/NULL
61090,University of Atlanta,United States,Georgia,Archer ,6685 Peachtree Industrial Boulevard,30360,www.uofa.edu,770-368-8877,approved,admin-krupa,admin-krupa,logos/NULL
61091,University of Baltimore,United States,Maryland,Avon Park ,1420 N. Charles Street,21201,www.ubalt.edu,410-837-6207,approved,admin-krupa,admin-krupa,logos/NULL
61092,University of Bridgeport,United States,Connecticut,#N/A,126 Park Avenue,NULL,www.bridgeport.edu,203-576-4000,approved,admin-krupa,admin-krupa,logos/NULL
61093,University of Bridgeport/Fones School of Dental Hygiene,United States,Connecticut,#N/A,30 Hazel Street,6601,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61094,University of California - Davis,United States,California,Davis,One Shields Avenue,NULL,www.ucdavis.edu,530-752-1011,approved,admin-krupa,admin-krupa,logos/UCD.svg
61095,University of California - Los Angeles,United States,California,Lopatcong,405 Hilgard Ave,90095,www.ucla.edu,310-825-4321,approved,admin-krupa,admin-krupa,logos/NULL
61096,University of California - San Diego,United States,California,Knoxville ,9500 Gilman Dr,92093,www.ucsd.edu,858-534-2230,approved,admin-krupa,admin-krupa,logos/NULL
61097,University of California Hastings College of Law,United States,California,River Falls,200 McAllister St,94102,www.uchastings.edu,415-565-4600,approved,admin-krupa,admin-krupa,logos/NULL
61099,"University of California, Irvine",United States,California,Ireton ,510 Aldrich Hall,NULL,www.uci.edu/,949-824-5011,approved,admin-krupa,admin-krupa,logos/NULL
61100,"University of California, Merced",United States,California,Mendon ,5200 North Lake Road,95343,NULL,209-724-4400,approved,admin-krupa,admin-krupa,logos/NULL
61101,"University of California, Riverside",United States,California,#N/A,900 University Ave,92521,WWW.UCR.EDU,951-827-1012,approved,admin-krupa,admin-krupa,logos/NULL
61102,"University of California, San Francisco",United States,California,River Falls,"500 Parnassus Avenue, MU200W",94143,www.ucsf.edu,415-476-9000,approved,admin-krupa,admin-krupa,logos/NULL
61103,"University of California, Santa Barbara",United States,California,River Falls,552 University Road,NULL,www.ucsb.edu,805-893-8000,approved,admin-krupa,admin-krupa,logos/NULL
61104,"University of California, Santa Cruz",United States,California,River Falls,1156 High St,95064,www.ucsc.edu/visitors/,831-459-0111,approved,admin-krupa,admin-krupa,logos/NULL
61105,University of Central Arkansas,United States,Arkansas,#N/A,201 Donaghey Ave,NULL,www.uca.edu,501-450-5000,approved,admin-krupa,admin-krupa,logos/NULL
61106,University of Central Florida,United States,Florida,Orem ,4000 Central Florida Blvd,32816,www.ucf.edu/,407-823-2000,approved,admin-krupa,admin-krupa,logos/NULL
61107,University of Central Missouri,United States,Missouri,Viroqua,116 W. South Street,NULL,www.ucmo.edu,660-543-4112,approved,admin-krupa,admin-krupa,logos/NULL
61108,University of Central Oklahoma,United States,Oklahoma,Edgewood ,100 N. University Dr.,73034,www.uco.edu,405-974-2000,approved,admin-krupa,admin-krupa,logos/NULL
61109,University of Charleston,United States,West Virginia,#N/A,"2300 MacCorkle Avenue,  SE",25304,www.ucwv.edu,304-357-4800,approved,admin-krupa,admin-krupa,logos/NULL
61110,University of Chicago,United States,Illinois,Chester ,5801 S Ellis Ave,60637,WWW.UCHICAGO.EDU,773-702-1234,approved,admin-krupa,admin-krupa,logos/university of chicago.svg
61111,University of Chicago Medical Center,United States,Illinois,Chester ,5841 South Maryland Avenue,62233,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61112,University of Cincinnati,United States,Ohio,Churdan ,P.O. Box 210063,NULL,www.uc.edu,513-556-6000,approved,admin-krupa,admin-krupa,logos/NULL
61113,University of Cincinnati Blue Ash College,United States,Ohio,Blountstown ,9555 Plainfield Rd,NULL,www.rwc.uc.edu,513-745-5600,approved,admin-krupa,admin-krupa,logos/NULL
61114,University of Cincinnati Clermont College,United States,Ohio,#N/A,4200 Clermont College Dr,45103,www.clc.uc.edu,513-732-5200,approved,admin-krupa,admin-krupa,logos/NULL
61115,University of Colorado at Boulder,United States,Colorado,Bonita Springs ,17 UCB,80303,www.colorado.edu,303-492-1411,approved,admin-krupa,admin-krupa,logos/NULL
61116,University of Colorado at Colorado Springs,United States,Colorado,Colo ,1420 Austin Bluffs Parkway,NULL,www.uccs.edu,719-262-3000,approved,admin-krupa,admin-krupa,logos/NULL
61117,University of Colorado Denver,United States,Colorado,Auburndale ,13001 E 17th Place,80045,www.cudenver.edu,303-556-2400,approved,admin-krupa,admin-krupa,logos/NULL
61118,University of Connecticut,United States,Connecticut,Stevens Point,352 Mansfield Rd. Unit 2048,NULL,www.uconn.edu,860-486-2000,approved,admin-krupa,admin-krupa,logos/NULL
61119,University of Cosmetology - Sullivan,United States,Missouri,#N/A,100 West Main Street,63080,NULL,573-468-3864,approved,admin-krupa,admin-krupa,logos/NULL
61120,University of Cosmetology Arts & Sciences - McAllen,United States,Texas,Mayfield ,8401 North 10th Street,78504,NULL,956-687-9444,approved,admin-krupa,admin-krupa,logos/NULL
61121,University of Cosmetology Arts & Sciences - San Antonio,United States,Texas,River Falls,"2423 Jamar, Suite #2",78226,NULL,210-433-7222,approved,admin-krupa,admin-krupa,logos/NULL
61122,University of Dallas,United States,Texas,Ireton ,1845 E Northgate,NULL,www.udallas.edu,972-721-5000,approved,admin-krupa,admin-krupa,logos/NULL
61123,University of Dayton,United States,Ohio,#N/A,300 College Pk,45469,www.udayton.edu,937-229-1000,approved,admin-krupa,admin-krupa,logos/NULL
61124,University of Delaware,United States,Delaware,#N/A,104 Hullihen Hall,19716,www.udel.edu,302-831-2000,approved,admin-krupa,admin-krupa,logos/NULL
61125,University of Denver,United States,Colorado,Denison ,2199 S. University Blvd,80208,www.du.edu,303-871-2000,approved,admin-krupa,admin-krupa,logos/NULL
61126,University of Denver GSPP Internship Consortium Predoctoral Internship,United States,Colorado,Denison ,2450 S. Vine Street,80208,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61127,University of Detroit Mercy,United States,Michigan ,#N/A,4001 W McNichols Rd,NULL,www.udmercy.edu,313-993-1000,approved,admin-krupa,admin-krupa,logos/NULL
61128,University of Detroit Mercy School of Dentistry Advanced Education in General Dentistry 12 Months,United States,Michigan ,#N/A,"8200 W. Outer Drive, #98",NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61129,University of Detroit Mercy School of Dentistry Predoctoral Internship,United States,Michigan ,#N/A,"8200 W. Outer Drive, #98",NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61130,University of Dubuque,United States,Iowa,Drakesville ,2000 University Ave,52001,www.dbq.edu,563-589-3000,approved,admin-krupa,admin-krupa,logos/NULL
61131,University of East West Medicine,United States,California,Sun Prairie,595 Lawrence Expressway,94087,www.uewm.edu,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61132,University of Evansville,United States,Indiana,Evansdale ,1800 Lincoln Avenue,47722,www.evansville.edu,812-479-2468,approved,admin-krupa,admin-krupa,logos/NULL
61133,University of Fairfax,United States,Virginia,#N/A,"3361 Melrose Avenue, NW",24017,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61134,University of Florida,United States,Florida,#N/A,355 Tigert Hall,32611,www.ufl.edu/,352-392-3261,approved,admin-krupa,admin-krupa,logos/NULL
61135,University of Fort Lauderdale,United States,Florida,Latimer ,4093 N.W. 16th Street,33313,www.uftl.edu,954-486-7728,approved,admin-krupa,admin-krupa,logos/NULL
61136,University of Georgia,United States,Georgia,#N/A,456 East Broad Street,30602,www.uga.edu,706-542-3000,approved,admin-krupa,admin-krupa,logos/NULL
61137,University of Great Falls,United States,Montana,Gray ,1301 Twentieth St S,NULL,www.ugf.edu,406-761-8210-5280,approved,admin-krupa,admin-krupa,logos/NULL
61138,University of Hartford,United States,Connecticut,Wamsutter,200 Bloomfield Ave,NULL,www.hartford.edu,860-768-4100,approved,admin-krupa,admin-krupa,logos/NULL
61139,University of Hawaii - West Oahu,United States,Hawaii,Kanawha ,91-1001 Farrington Highway,96707,www.westoahu.hawaii.edu,808-454-4700,approved,admin-krupa,admin-krupa,logos/NULL
61140,University of Hawaii at Hilo,United States,Hawaii,Hillsboro ,200 West Kawili Street,NULL,www.hilo.hawaii.edu,808-974-7311,approved,admin-krupa,admin-krupa,logos/NULL
61141,University of Hawaii at Manoa,United States,Hawaii,Holy Cross ,"2500 Campus Road, Hawaii Hall",NULL,www.manoa.hawaii.edu,808-956-8111,approved,admin-krupa,admin-krupa,logos/NULL
61142,University of Hawaii Maui College,United States,Hawaii,Jolley ,310 Kaahumanu Ave,NULL,www.mauicc.hawaii.edu,808-984-3500,approved,admin-krupa,admin-krupa,logos/NULL
61143,University of Holy Cross,United States,Louisiana,New Harmony ,4123 Woodland Dr,NULL,www.olhcc.edu,504-394-7744,approved,admin-krupa,admin-krupa,logos/NULL
61144,University of Houston,United States,Texas,Houghton ,4800 Calhoun Rd.,NULL,www.uh.edu,713-743-1000,approved,admin-krupa,admin-krupa,logos/NULL
61145,University of Houston - Clear Lake,United States,Texas,Houghton ,2700 Bay Area Blvd,NULL,www.uhcl.edu,281-283-7600,approved,admin-krupa,admin-krupa,logos/NULL
61146,University of Houston - Downtown,United States,Texas,Houghton ,1 Main St,NULL,www.uhd.edu,713-221-8000,approved,admin-krupa,admin-krupa,logos/NULL
61147,University of Houston - Victoria,United States,Texas,Verona,3007 N. Ben Wilson,77901,www.uhv.edu,361-570-4848,approved,admin-krupa,admin-krupa,logos/NULL
61148,University of Idaho,United States,Idaho,#N/A,875 Perimeter Drive,NULL,www.uidaho.edu,208-885-6111,approved,admin-krupa,admin-krupa,logos/NULL
61149,University of Illinois at Chicago,United States,Illinois,Chester ,601 S. Morgan St. ; M/C 102,62233,www.uic.edu/,312-413-3350,approved,admin-krupa,admin-krupa,logos/NULL
61150,University of Illinois at Springfield,United States,Illinois,#N/A,One University Plaza,NULL,www.uis.edu,217-206-6600,approved,admin-krupa,admin-krupa,logos/NULL
61151,University of Illinois at Urbana-Champaign,United States,Illinois,Centralia ,601 E John Street,NULL,www.uiuc.edu/,217-333-1000,approved,admin-krupa,admin-krupa,logos/NULL
61152,University of Illinois Medical Center at Chicago,United States,Illinois,Chester ,"1855 W Taylor St, Suite 2009 - MC978",62233,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61153,University of Incarnate Word School of Osteopathic Medicine,United States,Texas,River Falls,4301 Broadway,78209,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61154,University of Indianapolis,United States,Indiana,Independence ,1400 E Hanna Ave,NULL,uindy.edu,317-788-3368,approved,admin-krupa,admin-krupa,logos/NULL
61155,University of Iowa,United States,Iowa,Ionia ,101 Jessup Hall,NULL,www.uiowa.edu,319-335-3500,approved,admin-krupa,admin-krupa,logos/NULL
61156,University of Iowa Hospital and Clinics,United States,Iowa,Ionia ,200 Hawkins Drive,52242,www.medicine.uiowa.edu,NULL,approved,admin-krupa,admin-krupa,logos/UIHC.jfif
61157,University of Jamestown,United States,North Dakota,#N/A,6000 College Lane,58405,www.jc.edu,701-252-3467-2551,approved,admin-krupa,admin-krupa,logos/NULL
61158,University of Kansas,United States,Kansas,#N/A,230 Strong Hall 1450 Jayhawk Blvd.,NULL,www.ku.edu,785-864-2700,approved,admin-krupa,admin-krupa,logos/NULL
61159,University of Kentucky,United States,Kentucky,#N/A,101 Main Building,NULL,www.uky.edu,606-257-9000,approved,admin-krupa,admin-krupa,logos/NULL
61160,University of Kentucky Chandler Medical Center,United States,Kentucky,#N/A,800 Rose Street,40536,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
61161,University of La Verne,United States,California,La Porte City ,1950 Third St,91750,www.ulv.edu,909-593-3511,approved,admin-krupa,admin-krupa,logos/NULL
